driverId,p_podium,p_points,p_out,expected_position,dnf_rate_sim,position,grid,actual,year,round,actual_podium,actual_points,actual_out,p_podium_gr,p_points_gr,p_out_gr,p_podium_oh,p_points_oh,p_out_oh
albon,0.0575,0.625,0.3175,9.5395,0.1765,15,9,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.5425,0.2775,0.18,5.69,0.173,5,2,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.044,0.5485,0.4075,10.4015,0.195,1,10,1,2020,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
giovinazzi,0.0,0.0915,0.9085,14.8395,0.158,16,18,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.0005,0.165,0.8345,13.95,0.1805,12,16,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.6515,0.1695,0.179,5.265,0.1765,7,1,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
kevin_magnussen,0.0025,0.22,0.7775,13.2795,0.1725,19,15,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.0235,0.5155,0.461,10.946,0.1805,9,11,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.0365,0.9635,15.681,0.186,11,20,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.009,0.3595,0.6315,12.0225,0.1675,18,13,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
max_verstappen,0.29,0.5085,0.2015,7.218,0.176,17,5,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.2265,0.561,0.2125,7.6085,0.1675,4,6,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0125,0.461,0.5265,11.421,0.1795,8,12,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.38,0.4215,0.1985,6.773,0.182,10,4,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
raikkonen,0.0035,0.3055,0.691,12.5695,0.156,13,14,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.1735,0.5995,0.227,8.028,0.158,6,7,2,2020,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.0,0.0555,0.9445,15.257,0.1675,14,19,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.4695,0.3385,0.192,6.2765,0.185,2,3,1,2020,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.1125,0.618,0.2695,8.8295,0.169,3,8,1,2020,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
vettel,0.001,0.1225,0.8765,14.4045,0.1735,20,17,3,2020,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.3735,0.426,0.2005,6.794,0.185,3,4,1,2020,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.547,0.266,0.187,5.8745,0.1845,2,2,1,2020,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.0015,0.1675,0.831,13.8565,0.166,20,16,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
giovinazzi,0.0,0.1075,0.8925,14.41,0.173,17,17,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.0005,0.2265,0.773,13.2275,0.158,12,15,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.626,0.2005,0.1735,5.301,0.1725,1,1,1,2020,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
kevin_magnussen,0.0,0.037,0.963,15.641,0.165,16,20,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.016,0.4485,0.5355,11.4115,0.1755,7,12,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.0545,0.9455,15.3035,0.179,15,19,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.301,0.4975,0.2015,7.111,0.172,8,5,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.4715,0.3405,0.188,6.1995,0.1785,19,3,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.025,0.5175,0.4575,10.797,0.1655,6,11,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ocon,0.0425,0.5775,0.38,10.0805,0.1565,14,10,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.1675,0.589,0.2435,8.2875,0.175,5,7,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
raikkonen,0.0055,0.3935,0.601,11.959,0.177,9,13,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.113,0.6195,0.2675,8.8295,0.1645,4,8,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.0,0.09,0.91,14.8505,0.165,11,18,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.065,0.5935,0.3415,9.731,0.1865,18,9,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.2385,0.544,0.2175,7.6835,0.1745,13,6,3,2020,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
vettel,0.006,0.3035,0.6905,12.6515,0.1735,10,14,2,2020,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.002,0.2195,0.7785,13.2775,0.1745,10,15,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bottas,0.47,0.3485,0.1815,6.147,0.1745,1,3,1,2020,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.068,0.596,0.336,9.674,0.18,9,9,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
giovinazzi,0.001,0.115,0.884,14.4135,0.1665,11,17,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.0015,0.1665,0.832,13.829,0.1635,17,16,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.622,0.201,0.177,5.324,0.175,3,1,1,2020,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
kevin_magnussen,0.0,0.074,0.926,14.942,0.1695,12,18,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.023,0.5315,0.4455,10.7345,0.1615,8,11,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.045,0.955,15.639,0.1745,16,20,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.0435,0.5555,0.401,10.2885,0.177,6,10,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.5655,0.267,0.1675,5.524,0.163,2,2,1,2020,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.1155,0.604,0.2805,8.893,0.1675,15,8,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.157,0.602,0.241,8.352,0.176,7,7,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.3805,0.421,0.1985,6.774,0.1825,4,4,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
raikkonen,0.0005,0.0575,0.942,15.2595,0.176,14,19,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.2975,0.5145,0.188,7.046,0.164,5,5,2,2020,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.0095,0.373,0.6175,11.984,0.1685,18,13,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.226,0.5725,0.2015,7.5065,0.1605,19,6,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.012,0.4575,0.5305,11.563,0.192,20,12,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.005,0.2785,0.7165,12.829,0.1785,13,14,3,2020,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.279,0.5305,0.1905,7.1135,0.171,17,5,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.636,0.186,0.178,5.257,0.175,19,1,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.015,0.46,0.525,11.42,0.1765,6,12,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
giovinazzi,0.0065,0.3245,0.669,12.438,0.1695,10,14,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.0005,0.161,0.8385,13.8215,0.171,9,16,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.5815,0.2545,0.164,5.4365,0.1605,1,2,1,2020,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
hulkenberg,0.0,0.027,0.973,15.7615,0.182,8,20,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kevin_magnussen,0.0025,0.2375,0.76,13.174,0.165,13,15,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.01,0.364,0.626,12.152,0.183,15,13,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0015,0.071,0.9275,14.806,0.165,14,18,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.3775,0.4235,0.199,6.801,0.1815,7,4,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.443,0.3695,0.1875,6.352,0.1795,2,3,1,2020,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.0945,0.614,0.2915,9.0625,0.1775,16,8,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.1645,0.583,0.2525,8.39,0.1785,18,7,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.075,0.6025,0.3225,9.613,0.1755,4,9,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
raikkonen,0.0,0.047,0.953,15.339,0.1815,12,19,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.239,0.5525,0.2085,7.5875,0.166,3,6,1,2020,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.0,0.105,0.895,14.505,0.1815,20,17,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.045,0.572,0.383,10.1865,0.174,5,10,2,2020,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
vettel,0.029,0.515,0.456,10.7835,0.1735,11,11,3,2020,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.2275,0.546,0.2265,7.782,0.1755,12,6,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.565,0.266,0.169,5.5495,0.164,2,2,1,2020,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.0685,0.5985,0.333,9.6725,0.1775,5,9,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
giovinazzi,0.0,0.118,0.882,14.389,0.1665,15,17,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.0,0.0815,0.9185,14.9305,0.178,17,18,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.628,0.203,0.169,5.1885,0.1655,1,1,1,2020,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
kevin_magnussen,0.0,0.0565,0.9435,15.2525,0.1605,16,19,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.009,0.3715,0.6195,12.1,0.174,19,13,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.0325,0.9675,15.7165,0.1615,18,20,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.3915,0.431,0.1775,6.4735,0.168,4,4,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.474,0.3465,0.1795,6.1115,0.171,3,3,1,2020,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.0925,0.618,0.2895,9.114,0.183,13,8,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0305,0.511,0.4585,10.7,0.1625,8,11,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.2995,0.5185,0.182,6.978,0.16,7,5,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
raikkonen,0.001,0.153,0.846,13.8815,0.165,11,16,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.039,0.5705,0.3905,10.298,0.173,9,10,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.003,0.297,0.7,12.804,0.183,14,14,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.1555,0.609,0.2355,8.2445,0.1685,6,7,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.011,0.4455,0.5435,11.531,0.172,20,12,3,2020,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0045,0.2265,0.769,13.283,0.1655,10,15,2,2020,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.211,0.569,0.22,7.874,0.179,15,6,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.6255,0.1885,0.186,5.4465,0.184,2,1,1,2020,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
gasly,0.3875,0.435,0.1775,6.4725,0.165,20,4,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
giovinazzi,0.0,0.037,0.963,15.7275,0.176,10,20,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
grosjean,0.001,0.165,0.834,13.8605,0.18,14,16,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.5455,0.2765,0.178,5.77,0.173,1,2,1,2020,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
kevin_magnussen,0.0,0.11,0.89,14.2805,0.155,18,17,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.1085,0.6175,0.274,8.8765,0.1775,4,8,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
latifi,0.0,0.0495,0.9505,15.3815,0.175,11,19,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.151,0.602,0.247,8.3245,0.174,5,7,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.4895,0.326,0.1845,6.1085,0.176,17,3,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.07,0.5965,0.3335,9.6405,0.181,8,9,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0155,0.453,0.5315,11.255,0.151,19,12,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.03,0.5165,0.4535,10.716,0.1745,6,11,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
raikkonen,0.0,0.0885,0.9115,14.908,0.1865,9,18,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.308,0.5045,0.1875,6.989,0.1605,3,5,1,2020,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.008,0.376,0.616,12.052,0.1665,16,13,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.0405,0.5615,0.398,10.4265,0.181,7,10,2,2020,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.002,0.2305,0.7675,13.162,0.157,13,15,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0065,0.297,0.6965,12.7285,0.168,12,14,3,2020,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.386,0.431,0.183,6.519,0.1695,7,4,2,2020,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.0665,0.614,0.3195,9.5585,0.1735,14,9,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
gasly,0.0,0.0515,0.9485,15.162,0.1665,13,19,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
giovinazzi,0.055,0.5515,0.3935,10.2405,0.1865,20,10,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
grosjean,0.001,0.1215,0.8775,14.201,0.167,18,17,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.2055,0.5845,0.21,7.778,0.175,1,6,1,2020,14,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.01,0.366,0.624,12.0585,0.177,17,13,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
kvyat,0.0015,0.172,0.8265,13.7805,0.186,12,16,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.0315,0.9685,15.5485,0.1805,19,0,3,2020,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.0185,0.4405,0.541,11.41,0.1695,4,12,2,2020,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
