driverId,p_podium,p_points,p_out,expected_position,dnf_rate_sim,position,grid,actual,year,round,actual_podium,actual_points,actual_out,p_podium_gr,p_points_gr,p_out_gr,p_podium_oh,p_points_oh,p_out_oh
kevin_magnussen,0.3115,0.507,0.1815,6.923,0.153,17,5,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
latifi,0.0,0.072,0.928,15.017,0.1585,16,18,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.0,0.0435,0.9565,15.4225,0.1465,5,19,2,2022,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
max_verstappen,0.615,0.2215,0.1635,5.2135,0.16,1,1,1,2022,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
mick_schumacher,0.222,0.565,0.213,7.6665,0.162,19,6,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.0045,0.274,0.7215,12.87,0.155,15,14,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ocon,0.1625,0.605,0.2325,8.1325,0.151,6,7,2,2022,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.0125,0.3615,0.626,12.0145,0.1435,20,13,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.068,0.61,0.322,9.4315,0.151,11,9,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.1045,0.614,0.2815,8.8905,0.1625,4,8,2,2022,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.4595,0.3795,0.161,5.952,0.15,2,3,1,2022,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.0,0.1125,0.8875,14.6225,0.1705,10,17,2,2022,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0,0.0265,0.9735,15.995,0.1735,18,20,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0005,0.159,0.8405,14.017,0.163,12,16,3,2022,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
zhou,0.047,0.5595,0.3935,10.216,0.1595,8,10,2,2022,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
albon,0.002,0.1625,0.8355,13.9355,0.1585,20,16,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.161,0.6215,0.2175,8.0535,0.1475,5,7,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.011,0.455,0.534,11.3805,0.148,17,12,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.032,0.513,0.455,10.7935,0.171,16,11,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.284,0.5115,0.2045,7.307,0.1745,3,5,1,2022,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.0005,0.102,0.8975,14.535,0.167,10,17,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.047,0.574,0.379,10.064,0.147,12,10,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
leclerc,0.4675,0.3545,0.178,6.121,0.1715,4,3,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.5725,0.2665,0.161,5.4455,0.1575,7,2,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
mick_schumacher,0.0,0.048,0.952,15.4295,0.1705,8,19,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
norris,0.2115,0.582,0.2065,7.729,0.172,6,6,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.001,0.224,0.775,13.3065,0.1535,15,15,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.3815,0.439,0.1795,6.5745,0.1655,2,4,1,2022,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ricciardo,0.0055,0.2845,0.71,12.751,0.16,13,14,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
russell,0.111,0.582,0.307,9.1115,0.175,18,8,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.6285,0.2075,0.164,5.1895,0.161,1,1,1,2022,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.0,0.0335,0.9665,15.7795,0.1505,11,20,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.007,0.361,0.632,12.118,0.163,14,13,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0,0.071,0.929,14.998,0.172,9,18,2,2022,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
zhou,0.0765,0.607,0.3165,9.3775,0.158,19,9,3,2022,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
albon,0.0015,0.2235,0.775,13.393,0.1605,12,15,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.0,0.0475,0.9525,15.4855,0.1575,10,19,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bottas,0.0,0.029,0.971,15.851,0.161,11,0,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.0045,0.2955,0.7,12.68,0.152,15,14,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.1035,0.6175,0.279,8.9395,0.166,3,8,1,2022,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.159,0.6075,0.2335,8.1865,0.1565,8,7,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
latifi,0.001,0.104,0.895,14.48,0.1565,19,17,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.565,0.265,0.17,5.604,0.1675,1,2,1,2022,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.62,0.2035,0.1765,5.338,0.175,2,1,1,2022,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
mick_schumacher,0.0725,0.602,0.3255,9.4705,0.159,6,9,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.053,0.562,0.385,10.131,0.1575,7,10,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.21,0.584,0.206,7.64,0.164,5,6,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.2935,0.5195,0.187,7.1135,0.156,20,5,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ricciardo,0.026,0.519,0.455,10.7285,0.152,9,11,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
russell,0.391,0.4335,0.1755,6.4175,0.1605,4,4,2,2022,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.476,0.3625,0.1615,5.87,0.153,18,3,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.0105,0.4285,0.561,11.581,0.162,13,12,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.001,0.152,0.847,13.9935,0.147,16,16,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0,0.0725,0.9275,15.057,0.1595,17,18,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
zhou,0.012,0.3715,0.6165,12.04,0.161,14,13,3,2022,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.006,0.3535,0.6405,12.204,0.16,13,13,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.1665,0.5995,0.234,8.254,0.1595,6,7,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.0245,0.507,0.4685,10.795,0.1565,14,11,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.003,0.2855,0.7115,12.762,0.1615,12,14,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.382,0.4265,0.1915,6.6305,0.176,2,4,1,2022,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.0,0.03,0.97,15.8275,0.1625,18,20,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.072,0.928,15.1485,0.1905,17,18,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.6135,0.2265,0.16,5.196,0.1595,19,1,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.571,0.2695,0.1595,5.408,0.1525,1,2,1,2022,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
mick_schumacher,0.0005,0.112,0.8875,14.4535,0.159,15,17,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
norris,0.3055,0.5195,0.175,6.887,0.1535,7,5,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.038,0.5775,0.3845,10.269,0.152,8,10,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.466,0.3655,0.1685,5.9925,0.1605,4,3,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ricciardo,0.0775,0.6085,0.314,9.302,0.152,9,9,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.222,0.585,0.193,7.492,0.1555,3,6,1,2022,12,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.0,0.0435,0.9565,15.432,0.1495,5,19,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
stroll,0.0005,0.203,0.7965,13.4365,0.1605,10,15,2,2022,12,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.1055,0.6075,0.287,9.126,0.174,20,8,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
vettel,0.017,0.4315,0.5515,11.41,0.142,11,12,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
zhou,0.001,0.1765,0.8225,13.974,0.1735,16,16,3,2022,12,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.0,0.127,0.873,14.428,0.1525,17,17,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.2265,0.553,0.2205,7.7135,0.165,8,6,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bottas,0.109,0.6205,0.2705,8.8295,0.158,20,8,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
gasly,0.0005,0.0345,0.965,15.8445,0.155,12,0,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.16,0.6145,0.2255,8.045,0.1475,2,7,1,2022,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.0095,0.3735,0.617,12.0915,0.1555,16,13,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.05,0.95,15.438,0.1585,18,19,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.474,0.345,0.181,6.0945,0.167,6,3,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.0435,0.5715,0.385,10.0855,0.149,1,10,1,2022,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
mick_schumacher,0.0025,0.225,0.7725,13.3515,0.168,14,15,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
norris,0.385,0.426,0.189,6.701,0.172,7,4,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.2905,0.517,0.1925,7.065,0.1585,9,5,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
perez,0.0235,0.5075,0.469,10.8675,0.162,5,11,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ricciardo,0.074,0.5925,0.3335,9.532,0.1625,15,9,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.6335,0.212,0.1545,5.054,0.1535,3,1,1,2022,13,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
sainz,0.549,0.2715,0.1795,5.78,0.174,4,2,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.0035,0.284,0.7125,12.7065,0.1595,11,14,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0,0.1525,0.8475,13.978,0.16,19,16,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0,0.07,0.93,15.0365,0.172,10,18,2,2022,13,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
zhou,0.0155,0.4525,0.532,11.358,0.151,13,12,3,2022,13,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.2455,0.568,0.1865,7.257,0.1515,10,6,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
alonso,0.4925,0.337,0.1705,5.9505,0.167,5,3,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
bottas,0.0115,0.441,0.5475,11.622,0.151,19,13,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.0,0.0485,0.9515,15.495,0.1715,9,0,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.3895,0.4295,0.181,6.466,0.1685,20,4,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.015,0.5095,0.4755,11.011,0.1625,16,12,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0255,0.5735,0.401,10.405,0.1685,18,11,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.004,0.288,0.708,12.7575,0.166,6,15,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
max_verstappen,0.005,0.351,0.644,12.4085,0.1825,1,14,1,2022,14,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
mick_schumacher,0.0005,0.0605,0.939,15.125,0.1615,17,19,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
norris,0.0015,0.16,0.8385,13.86,0.1475,12,17,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
ocon,0.001,0.211,0.788,13.4535,0.1595,7,16,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.567,0.2665,0.1665,5.4745,0.1645,2,2,1,2022,14,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ricciardo,0.1775,0.6135,0.209,7.874,0.163,15,7,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.2945,0.5315,0.174,6.907,0.1615,4,5,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.643,0.198,0.159,5.0365,0.1575,3,1,1,2022,14,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
stroll,0.076,0.658,0.266,8.9915,0.1505,11,9,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
tsunoda,0.0,0.051,0.949,15.4685,0.16,13,0,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
vettel,0.0505,0.603,0.3465,9.8525,0.17,8,10,2,2022,14,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
zhou,0.0,0.101,0.899,14.5845,0.1595,14,18,3,2022,14,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.003,0.212,0.785,13.415,0.159,12,15,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.0135,0.3545,0.632,12.072,0.154,6,13,2,2022,15,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bottas,0.001,0.163,0.836,13.952,0.1595,19,16,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.029,0.5275,0.4435,10.6095,0.1475,11,11,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.374,0.447,0.179,6.5535,0.163,4,4,2,2022,15,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
kevin_magnussen,0.0,0.0795,0.9205,15.0325,0.16,15,18,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
latifi,0.0,0.0315,0.9685,15.8305,0.153,18,20,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.5595,0.273,0.1675,5.5885,0.164,3,2,1,2022,15,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.6335,0.2065,0.16,5.0845,0.159,1,1,1,2022,15,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
mick_schumacher,0.1005,0.6295,0.27,8.888,0.1555,13,8,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.1595,0.5845,0.256,8.321,0.169,7,7,2,2022,15,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0155,0.414,0.5705,11.6575,0.17,9,12,2,2022,15,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
perez,0.3055,0.505,0.1895,7.0585,0.169,5,5,2,2022,15,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ricciardo,0.0005,0.118,0.8815,14.407,0.153,17,17,3,2022,15,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
russell,0.2225,0.568,0.2095,7.621,0.162,2,6,1,2022,15,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
